"id" "state" "IV" "selfesteem"
"1" 1 1 4.2887378597276 2.17099664575696
"2" 2 1 5.73216719406519 1.72387854596538
"3" 3 1 2.56511610149974 3.35517901875855
"4" 4 1 3.53302529065574 3.61633801193627
"5" 5 1 4.40048625707714 2.67755905299018
"6" 6 1 4.90774455232072 2.12922864507131
"7" 7 1 5.02330644621169 2.75472662355663
"8" 8 1 4.1884995564585 3.87497559805826
"9" 9 1 5.42752016159971 -0.20106367049585
"10" 10 1 4.6617092688269 2.80116729956005
"11" 11 1 2.22776159697128 2.45410469453881
"12" 12 1 3.48734277577209 3.2788167523413
"13" 13 1 4.71144194240948 3.26287127169065
"14" 14 1 4.21965834504286 3.88231063894781
"15" 15 1 3.79683428287429 3.69249226589297
"16" 16 1 3.83823128145969 3.18802185250193
"17" 17 1 3.36878592746034 4.24236817018054
"18" 18 1 4.16001802846303 3.67272432528595
"19" 19 1 4.33372371785107 2.9679167531863
"20" 20 1 3.66456130681725 2.36172966127661
"21" 21 1 4.90786287715849 2.21975145795022
"22" 22 1 4.74279041628694 4.97074596324345
"23" 23 1 5.04390828414501 3.58165592230103
"24" 24 1 4.53289034398793 2.63473952781769
"25" 25 1 5.70995068200607 1.58985204855611
"26" 26 1 4.56191175406035 3.50103872882255
"27" 27 1 3.81633275970058 1.5256823828413
"28" 28 1 3.9672706100619 3.34343651416202
"29" 29 1 3.40344269060907 2.00674575831087
"30" 30 1 4.28395257761549 4.28808547160455
"31" 31 1 2.66605227325584 1.07768006648744
"32" 32 1 3.99475760972264 3.06321657222499
"33" 33 1 3.96534096803776 3.53938399947393
"34" 34 1 2.46956552654751 1.88907773045214
"35" 35 1 4.21751464616529 3.18635269960402
"36" 36 1 3.20321849077715 3.0164340203181
"37" 37 1 3.45692959225715 2.15644894270779
"38" 38 1 3.31819263273429 3.89502920743817
"39" 39 1 4.91204827078502 4.07411730521454
"40" 40 1 3.71239046443254 1.42231161973978
"41" 41 1 4.19763559342539 1.74503399754469
"42" 42 1 2.95695609291924 1.71180311612209
"43" 43 1 3.71489127938225 3.89696316109779
"44" 44 1 3.38015262953025 3.99083094242823
"45" 45 1 3.54507996731244 1.99157101247462
"46" 46 1 6.264600247422 1.14144740813437
"47" 47 1 5.04857960684592 1.26324570869736
"48" 48 1 5.21421212290425 3.37734512077511
"49" 49 1 3.0325543674619 4.21717826857029
"50" 50 1 5.46803102456722 2.95811555995354
"51" 51 2 5.1043263303146 0.966777129288656
"52" 52 2 3.73630234676178 2.25593523343476
"53" 53 2 3.88696669967028 1.92043402949808
"54" 54 2 3.17903386806099 2.36408086863063
"55" 55 2 2.70108213207782 3.49116460097728
"56" 56 2 2.96183444857664 2.94904966955151
"57" 57 2 3.81714200272234 2.18704272683072
"58" 58 2 2.8380067189985 1.305284083204
"59" 59 2 2.84860578853012 2.87158667620709
"60" 60 2 4.13028577112608 2.50527516314478
"61" 61 2 2.59263953228336 3.14455006568486
"62" 62 2 3.15209375537437 4.13346802532408
"63" 63 2 3.63375919203476 3.35164167352659
"64" 64 2 2.19049400436561 3.50592365070581
"65" 65 2 3.09234720943706 1.60537499200058
"66" 66 2 3.95044753375115 2.86900755610285
"67" 67 2 3.86081261979396 3.7420774411831
"68" 68 2 3.38129999596928 2.81477505898548
"69" 69 2 3.52909760181858 3.17942103022039
"70" 70 2 4.31955690365322 2.3325384979931
"71" 71 2 2.79119958591921 1.17368237161032
"72" 72 2 3.77289317116147 3.05833994578833
"73" 73 2 2.36906721140015 1.25910026899716
"74" 74 2 4.19474447622152 2.28924143518017
"75" 75 2 3.3771908212936 2.84369216571229
"76" 76 2 4.22677529879051 3.02774085472939
"77" 77 2 2.54440058715219 5.53715915240961
"78" 78 2 2.65645357579502 2.71434386964849
"79" 79 2 2.89545763809593 1.38356143391623
"80" 80 2 2.57656657024448 1.75170427156866
"81" 81 2 1.55255255148002 2.24520002608443
"82" 82 2 1.82994729049974 0.688848322982458
"83" 83 2 2.40431805794151 0.831034111356592
"84" 84 2 3.00630946025483 3.32700082935194
"85" 85 2 3.28696340497004 3.3929795526865
"86" 86 2 4.29398207960002 4.05800192348056
"87" 87 2 3.43563230028267 1.92064485567659
"88" 88 2 4.70062154849822 1.15279125182856
"89" 89 2 2.35561764030607 2.12286668986141
"90" 90 2 3.14530221704608 2.79520706242638
"91" 91 2 3.45707174537526 3.22672581694853
"92" 92 2 3.67379300848218 2.2476568535979
"93" 93 2 4.76996010563349 -0.593875241906347
"94" 94 2 3.73414051702809 1.94478429745697
"95" 95 2 4.34585241819857 2.21913029841355
"96" 96 2 0.714087827246989 -0.323300497131755
"97" 97 2 4.56089980029343 3.58054443913845
"98" 98 2 1.69952069580938 2.06171614537613
"99" 99 2 3.20196965625437 4.1866270222012
"100" 100 2 2.58626159314328 2.40626226514343
"101" 101 3 2.52799837705985 1.59881446319134
"102" 102 3 3.91857158345502 3.70909822798183
"103" 103 3 3.50193503063861 5.14093250009545
"104" 104 3 4.65595005505549 3.54619996721254
"105" 105 3 4.70116882243628 -0.173230818093363
"106" 106 3 3.19903582499698 3.26085671416189
"107" 107 3 2.71436155612885 1.25701040146297
"108" 108 3 4.47184089711102 2.68782964142474
"109" 109 3 1.9381634748133 2.39665257854497
"110" 110 3 3.56450748007323 4.47453141190708
"111" 111 3 3.29776041188548 1.63339737397076
"112" 112 3 1.67504510576498 0.784245827736884
"113" 113 3 4.27908315297738 2.91205557169904
"114" 114 3 4.28538235665125 2.84515869212436
"115" 115 3 5.76793800076693 2.00478173045709
"116" 116 3 3.83385918445777 3.31123574173216
"117" 117 3 3.7059131672925 3.61421810958337
"118" 118 3 5.22958046338294 2.82038171533005
"119" 119 3 5.35572393074017 0.530341924301789
"120" 120 3 5.26372557583451 1.09266710495659
"121" 121 3 3.98793356177201 1.91509488289238
"122" 122 3 2.79247107217083 1.70123118567071
"123" 123 3 3.51522919892855 2.95247417980043
"124" 124 3 4.30219531035723 3.37313623803114
"125" 125 3 3.30945916471255 4.65551369383847
"126" 126 3 3.36443945612153 3.01752935253102
"127" 127 3 4.89296125937098 2.33669160881872
"128" 128 3 3.63355267879864 2.4573052854623
"129" 129 3 4.39267831766689 4.32676258094758
"130" 130 3 4.10661874532985 3.31689658772048
"131" 131 3 4.88266515960587 1.11255423249639
"132" 132 3 2.65213635394083 2.19441744943246
"133" 133 3 3.03754573427027 2.30445337794783
"134" 134 3 4.00461386717602 2.59955360338459
"135" 135 3 4.40805486917617 2.89190546168387
"136" 136 3 5.39976082353982 1.70170182238167
"137" 137 3 4.74403914126268 1.96216071566395
"138" 138 3 4.24098292872788 3.12205412473225
"139" 139 3 3.7020216019286 2.91437605778187
"140" 140 3 4.3524098795433 1.66313974969312
"141" 141 3 1.62620870545064 -1.1233671281369
"142" 142 3 4.14906617109398 4.49048207897771
"143" 143 3 4.48923451029049 2.8090765788356
"144" 144 3 2.90949159375948 3.01709882104411
"145" 145 3 4.26963906955589 3.13282352987669
"146" 146 3 3.66658483823908 4.68010243162329
"147" 147 3 3.66616245522532 3.08325982098412
"148" 148 3 4.44511332537167 3.32926045677707
"149" 149 3 3.35505162613008 2.25847893945351
"150" 150 3 3.50510492061826 3.07274499895154
"151" 151 4 4.42120339956902 3.03140850206277
"152" 152 4 6.0962170780841 1.26752666290369
"153" 153 4 4.10887766078634 2.97926815516386
"154" 154 4 6.38905221995396 0.328446449514228
"155" 155 4 6.10117755878085 0.683046107626248
"156" 156 4 4.82151248104444 1.9663889697738
"157" 157 4 5.90667521943805 2.35336345570724
"158" 158 4 3.0949258384293 0.742243081207194
"159" 159 4 4.19808077849252 3.50317913126435
"160" 160 4 4.64352771674365 3.92636617030907
"161" 161 4 5.59366268642961 2.12645778066004
"162" 162 4 4.45641740747427 3.80975794440844
"163" 163 4 3.30550069138755 1.81257564363407
"164" 164 4 4.47402865632935 2.6189386966615
"165" 165 4 4.1021868100389 1.62942271796306
"166" 166 4 5.31078448976242 4.22993534441117
"167" 167 4 6.4334441747874 2.0063455953847
"168" 168 4 1.91239666875703 -0.124521330027239
"169" 169 4 4.84229304608815 3.60905926181227
"170" 170 4 4.95823500213986 3.01742497504511
"171" 171 4 5.18361009206887 3.36119356274378
"172" 172 4 5.03925048074363 3.40514424477081
"173" 173 4 5.20836936148711 5.40263711137433
"174" 174 4 3.29047437054177 1.8685647420708
"175" 175 4 5.93282848672717 2.72621437710538
"176" 176 4 4.47936186811089 1.71850263476899
"177" 177 4 2.27173882830229 -0.39349285794384
"178" 178 4 5.06694124242714 3.29327430827742
"179" 179 4 3.40242354734102 2.63631263705591
"180" 180 4 3.84567844104749 1.33010190459659
"181" 181 4 5.28427929019637 2.44750500369363
"182" 182 4 3.95905589786592 2.42864782558103
"183" 183 4 6.04903468719588 2.61587807524659
"184" 184 4 4.56167184313775 4.06529244544994
"185" 185 4 5.03904615759041 2.21211647328875
"186" 186 4 5.97116308711723 2.84041308195776
"187" 187 4 3.76066583852539 1.66725256440991
"188" 188 4 5.61090311937302 1.86389641936445
"189" 189 4 4.40589774463148 2.4912954337328
"190" 190 4 3.75655846155878 3.83545060456175
"191" 191 4 4.3014450850455 1.67151649021068
"192" 192 4 5.21832028460171 4.13421541311311
"193" 193 4 4.99752267945418 3.30651973445567
"194" 194 4 4.59093188768937 1.40651406504884
"195" 195 4 4.37344787839742 0.205343576634948
"196" 196 4 5.28089484355903 2.56924782959054
"197" 197 4 5.17097978708048 2.63511458052925
"198" 198 4 5.62471726029138 3.2458350984242
"199" 199 4 5.48431721648712 3.71304432477869
"200" 200 4 5.04905655518702 3.31889796345069
"201" 201 5 2.44838970771377 2.79005838560106
"202" 202 5 4.08944601102456 1.69369496269997
"203" 203 5 2.56400155981911 3.15075241613427
"204" 204 5 3.70007788459008 3.31749775503401
"205" 205 5 4.54800562502867 2.38588616210555
"206" 206 5 4.49337610046534 4.0079228366648
"207" 207 5 3.25498385149203 4.237999677577
"208" 208 5 6.01289209409764 0.788688488774645
"209" 209 5 3.23191921362104 3.00647083629771
"210" 210 5 3.72950083528183 2.35392942356135
"211" 211 5 4.21555605202017 2.59744315207015
"212" 212 5 3.88351137943649 2.5334741299865
"213" 213 5 3.86011410574864 3.59339353391228
"214" 214 5 3.00326469857918 2.37017556813561
"215" 215 5 4.88469282884871 2.03802325496967
"216" 216 5 2.99430965540258 1.8182582858837
"217" 217 5 4.66793064607223 3.35803231953317
"218" 218 5 4.41235013930266 3.40710249639976
"219" 219 5 1.73326548900299 1.23117486140906
"220" 220 5 3.30110153296229 2.83769297659529
"221" 221 5 3.26811666774973 3.22202822568171
"222" 222 5 3.71542097581033 3.54976026769222
"223" 223 5 3.13729107018708 3.91753065982691
"224" 224 5 3.87796834340664 3.94156017636401
"225" 225 5 3.42558386184166 2.30674648527526
"226" 226 5 3.35819172708394 3.67139891923844
"227" 227 5 3.08868352735892 2.10145927894192
"228" 228 5 3.89724597239945 2.56205213721527
"229" 229 5 4.26603131772873 4.27641249698451
"230" 230 5 5.22382327705118 2.34632214060225
"231" 231 5 4.68894179670768 2.1485194611706
"232" 232 5 2.46113728163584 2.23082567990448
"233" 233 5 4.01443897923988 2.28694326847801
"234" 234 5 2.13772083286244 0.378144294645839
"235" 235 5 5.02885976175145 1.93727682603871
"236" 236 5 4.61946647937761 2.70369535600781
"237" 237 5 3.91482650586016 3.99251618074968
"238" 238 5 2.27207094176382 0.462411450911566
"239" 239 5 3.17974069923076 5.17653851287391
"240" 240 5 5.84237498586104 1.3804228005267
"241" 241 5 4.12772664769206 2.81919956562473
"242" 242 5 5.32102829107585 0.91338673316694
"243" 243 5 2.84601575698685 1.47796862047275
"244" 244 5 3.80720250869131 4.69602034364141
"245" 245 5 2.21272336048582 0.517287033776208
"246" 246 5 2.96646381460546 2.4440097282202
"247" 247 5 3.44348070239312 2.07135624826274
"248" 248 5 4.34246223018348 4.49722016027722
"249" 249 5 3.98869748924729 1.71940375059174
"250" 250 5 4.41555071536757 2.40276008969922
"251" 251 6 5.85446506587548 4.6066274130817
"252" 252 6 3.52149218200525 0.888374882136582
"253" 253 6 6.280459818303 1.51288476204447
"254" 254 6 6.6121625829368 4.66920476837824
"255" 255 6 7.97155463385931 -0.217582500123843
"256" 256 6 5.86324243249557 3.99623960249791
"257" 257 6 2.89467068115402 1.03885296923633
"258" 258 6 5.57051377396932 2.7291416577184
"259" 259 6 4.56260590757681 4.56920214560013
"260" 260 6 4.59073406475237 1.36798754430261
"261" 261 6 5.18359935882555 2.1677906627004
"262" 262 6 2.677190949051 -0.957334667975809
"263" 263 6 4.84615203493787 3.43378214163541
"264" 264 6 5.2885962995913 3.94777340150123
